2020-10-27 21:42:01, -501, 2
2020-10-27 21:42:11, -504, 10
2020-10-27 21:42:11, -497, 2
2020-10-27 21:42:11, -503, 4
2020-10-27 21:42:11, -504, 5
2020-10-27 21:42:12, -2, 2
2020-10-27 21:42:12, -505, 6
2020-10-27 21:42:13, -501, 2
2020-10-27 21:42:13, -501, 2
2020-10-27 21:42:26, -500, 10
2020-10-27 21:42:26, -4, 4
2020-10-27 21:42:28, -506, 8
2020-10-27 21:42:28, 1, 3
2020-10-27 21:42:29, -501, 2
2020-10-27 21:42:48, -499, 4
2020-10-27 21:42:48, -501, 2
2020-10-27 21:42:48, -509, 6
2020-10-27 21:42:48, -2, 2
2020-10-27 21:42:48, -503, 4
2020-10-27 21:42:48, -501, 6
2020-10-27 21:42:48, -506, 3
2020-10-27 21:42:48, -2, 2
2020-10-27 21:42:49, -3, 3
2020-10-27 21:52:13, -501, 2
2020-10-27 21:52:18, -501, 2
2020-10-27 21:52:34, -502, 3
2020-10-27 21:52:44, -505, 6
2020-10-27 21:52:44, -3, 3
2020-10-27 21:52:46, -501, 2
2020-10-27 21:52:46, -501, 2
2020-10-27 21:52:46, -3, 3
2020-10-27 21:52:46, -502, 3
2020-10-27 21:52:46, -497, 2
2020-10-27 21:52:46, -501, 2
2020-10-27 21:52:47, -2, 2
2020-10-27 21:52:51, -502, 3
2020-10-27 21:52:59, -3, 3
2020-10-27 21:53:07, -501, 2
2020-10-27 21:53:07, -497, 2
2020-10-27 21:53:11, -502, 3
2020-10-27 21:53:40, -501, 2
2020-10-27 21:53:41, -494, 3
2020-10-27 21:53:42, -502, 3
2020-10-27 21:54:37, -501, 2
2020-10-27 21:54:37, -497, 2
2020-10-27 21:54:37, -504, 5
2020-10-27 21:54:37, -497, 2
2020-10-27 21:54:38, -507, 9
2020-10-27 21:54:38, -501, 2
2020-10-27 21:54:43, -502, 3
2020-10-27 21:54:43, -501, 2
2020-10-27 21:54:43, -497, 2
2020-10-27 21:55:17, -502, 3
2020-10-27 21:55:30, -503, 4
2020-10-27 21:55:35, -501, 2
2020-10-27 21:55:35, -498, 3
2020-10-27 21:55:37, -505, 6
2020-10-27 21:55:37, -504, 5
2020-10-27 21:55:37, -2, 2
2020-10-27 21:55:37, -503, 4
2020-10-27 21:55:37, -501, 2
2020-10-27 21:55:37, -501, 6
2020-10-27 21:55:37, -501, 2
2020-10-27 21:55:37, -504, 10
2020-10-27 21:55:38, -505, 2
2020-10-27 21:55:38, -498, 3
2020-10-27 21:55:38, -507, 4
2020-10-27 21:55:41, -504, 5
2020-10-27 21:55:41, -503, 4
2020-10-27 21:55:42, -502, 3
2020-10-27 21:55:42, -501, 2
2020-10-27 21:55:45, -501, 2
2020-10-27 21:55:52, -501, 2
2020-10-27 21:55:52, -502, 3
2020-10-27 21:55:53, -498, 3
2020-10-27 21:55:53, -499, 4
2020-10-27 21:55:53, -505, 2
2020-10-27 21:55:54, -505, 6
2020-10-27 21:55:54, -502, 3
2020-10-27 21:56:28, -502, 3
2020-10-27 21:56:28, -496, 5
2020-10-27 21:57:07, -504, 5
2020-10-27 21:57:07, -501, 2
2020-10-27 21:57:08, -514, 17
2020-10-27 21:57:08, -501, 2
2020-10-27 21:58:13, -3, 3
2020-10-27 21:58:13, -497, 2
2020-10-27 21:58:13, -502, 3
2020-10-27 21:58:15, -501, 2
2020-10-27 21:58:16, -501, 2
2020-10-27 21:58:21, -501, 2
2020-10-27 21:58:36, -504, 5
2020-10-27 21:58:37, -501, 2
2020-10-27 21:58:38, -497, 2
2020-10-27 21:58:38, -2, 2
2020-10-27 21:58:38, -502, 3
2020-10-27 21:58:39, -506, 8
2020-10-27 21:58:39, -501, 2
2020-10-27 21:58:40, -497, 2
2020-10-27 21:58:45, -505, 6
2020-10-27 21:58:48, -508, 8
2020-10-27 21:58:49, -501, 2
2020-10-27 21:58:51, 2, 2
2020-10-27 21:58:51, -502, 3
2020-10-27 21:58:51, -4, 4
2020-10-27 21:58:51, -503, 4
